# utt_id	n_segments	relpath  (relative to SPANMARK_CORPUS_ROOT)
CON_T_0013498	94	train/con_wav/CON_T_0013498.wav
CON_T_0004820	92	train/con_wav/CON_T_0004820.wav
LA_T_9270440	192	train/con_wav/LA_T_9270440.wav
CON_T_0003589	182	train/con_wav/CON_T_0003589.wav
CON_T_0003081	330	train/con_wav/CON_T_0003081.wav
CON_T_0025303	99	train/con_wav/CON_T_0025303.wav
CON_T_0000301	195	train/con_wav/CON_T_0000301.wav
CON_T_0007569	83	train/con_wav/CON_T_0007569.wav
CON_T_0006810	169	train/con_wav/CON_T_0006810.wav
CON_T_0016296	143	train/con_wav/CON_T_0016296.wav
CON_T_0009329	58	train/con_wav/CON_T_0009329.wav
CON_T_0021495	174	train/con_wav/CON_T_0021495.wav
CON_T_0002763	114	train/con_wav/CON_T_0002763.wav
CON_T_0018807	409	train/con_wav/CON_T_0018807.wav
CON_T_0015706	153	train/con_wav/CON_T_0015706.wav
LA_T_6441166	195	train/con_wav/LA_T_6441166.wav
CON_T_0012106	192	train/con_wav/CON_T_0012106.wav
CON_T_0012129	193	train/con_wav/CON_T_0012129.wav
CON_T_0020858	206	train/con_wav/CON_T_0020858.wav
CON_T_0014181	168	train/con_wav/CON_T_0014181.wav
CON_T_0009824	176	train/con_wav/CON_T_0009824.wav
CON_T_0024767	83	train/con_wav/CON_T_0024767.wav
CON_T_0003365	139	train/con_wav/CON_T_0003365.wav
CON_T_0017701	227	train/con_wav/CON_T_0017701.wav
CON_T_0022535	138	train/con_wav/CON_T_0022535.wav
CON_T_0004083	271	train/con_wav/CON_T_0004083.wav
LA_T_3635733	147	train/con_wav/LA_T_3635733.wav
CON_T_0000289	140	train/con_wav/CON_T_0000289.wav
CON_T_0008021	153	train/con_wav/CON_T_0008021.wav
CON_T_0018667	154	train/con_wav/CON_T_0018667.wav
CON_T_0008995	291	train/con_wav/CON_T_0008995.wav
CON_T_0001807	179	train/con_wav/CON_T_0001807.wav
CON_T_0011269	186	train/con_wav/CON_T_0011269.wav
CON_T_0019505	284	train/con_wav/CON_T_0019505.wav
CON_T_0008862	196	train/con_wav/CON_T_0008862.wav
CON_T_0020897	158	train/con_wav/CON_T_0020897.wav
CON_T_0001622	130	train/con_wav/CON_T_0001622.wav
CON_T_0008401	101	train/con_wav/CON_T_0008401.wav
LA_T_2653144	158	train/con_wav/LA_T_2653144.wav
CON_T_0007887	254	train/con_wav/CON_T_0007887.wav
CON_T_0019142	230	train/con_wav/CON_T_0019142.wav
CON_T_0001965	266	train/con_wav/CON_T_0001965.wav
CON_T_0013865	239	train/con_wav/CON_T_0013865.wav
CON_T_0013146	225	train/con_wav/CON_T_0013146.wav
CON_T_0024412	159	train/con_wav/CON_T_0024412.wav
CON_T_0020760	98	train/con_wav/CON_T_0020760.wav
CON_T_0013317	216	train/con_wav/CON_T_0013317.wav
CON_T_0003850	129	train/con_wav/CON_T_0003850.wav
CON_T_0009887	130	train/con_wav/CON_T_0009887.wav
CON_T_0023922	207	train/con_wav/CON_T_0023922.wav
CON_T_0009889	151	train/con_wav/CON_T_0009889.wav
CON_T_0023092	115	train/con_wav/CON_T_0023092.wav
CON_T_0003375	131	train/con_wav/CON_T_0003375.wav
CON_T_0004152	261	train/con_wav/CON_T_0004152.wav
CON_T_0020241	250	train/con_wav/CON_T_0020241.wav
CON_T_0004460	315	train/con_wav/CON_T_0004460.wav
CON_T_0024289	178	train/con_wav/CON_T_0024289.wav
CON_T_0011862	404	train/con_wav/CON_T_0011862.wav
CON_T_0001366	176	train/con_wav/CON_T_0001366.wav
CON_T_0011403	161	train/con_wav/CON_T_0011403.wav
CON_T_0006004	137	train/con_wav/CON_T_0006004.wav
CON_T_0000776	82	train/con_wav/CON_T_0000776.wav
CON_T_0012703	99	train/con_wav/CON_T_0012703.wav
CON_T_0012329	138	train/con_wav/CON_T_0012329.wav
CON_T_0009572	110	train/con_wav/CON_T_0009572.wav
CON_T_0003809	136	train/con_wav/CON_T_0003809.wav
CON_T_0007155	213	train/con_wav/CON_T_0007155.wav
CON_T_0001851	148	train/con_wav/CON_T_0001851.wav
CON_T_0004041	178	train/con_wav/CON_T_0004041.wav
CON_T_0010021	583	train/con_wav/CON_T_0010021.wav
CON_T_0013790	229	train/con_wav/CON_T_0013790.wav
CON_T_0025201	237	train/con_wav/CON_T_0025201.wav
CON_T_0003434	170	train/con_wav/CON_T_0003434.wav
CON_T_0010289	32	train/con_wav/CON_T_0010289.wav
CON_T_0002655	183	train/con_wav/CON_T_0002655.wav
CON_T_0005068	108	train/con_wav/CON_T_0005068.wav
CON_T_0006269	168	train/con_wav/CON_T_0006269.wav
CON_T_0000867	165	train/con_wav/CON_T_0000867.wav
CON_T_0014231	305	train/con_wav/CON_T_0014231.wav
CON_T_0023916	182	train/con_wav/CON_T_0023916.wav
CON_T_0016420	173	train/con_wav/CON_T_0016420.wav
CON_T_0001072	91	train/con_wav/CON_T_0001072.wav
LA_T_2284275	242	train/con_wav/LA_T_2284275.wav
CON_T_0007752	107	train/con_wav/CON_T_0007752.wav
CON_T_0002190	223	train/con_wav/CON_T_0002190.wav
CON_T_0004905	102	train/con_wav/CON_T_0004905.wav
CON_T_0021221	216	train/con_wav/CON_T_0021221.wav
CON_T_0002659	139	train/con_wav/CON_T_0002659.wav
LA_T_3171621	175	train/con_wav/LA_T_3171621.wav
CON_T_0006220	153	train/con_wav/CON_T_0006220.wav
CON_T_0008662	401	train/con_wav/CON_T_0008662.wav
CON_T_0024901	116	train/con_wav/CON_T_0024901.wav
CON_T_0001658	149	train/con_wav/CON_T_0001658.wav
CON_T_0005308	327	train/con_wav/CON_T_0005308.wav
CON_T_0014056	319	train/con_wav/CON_T_0014056.wav
CON_T_0006925	450	train/con_wav/CON_T_0006925.wav
CON_T_0023853	266	train/con_wav/CON_T_0023853.wav
CON_T_0019786	135	train/con_wav/CON_T_0019786.wav
CON_T_0003093	158	train/con_wav/CON_T_0003093.wav
CON_T_0000467	153	train/con_wav/CON_T_0000467.wav
CON_T_0014675	84	train/con_wav/CON_T_0014675.wav
CON_T_0019866	245	train/con_wav/CON_T_0019866.wav
CON_T_0011062	229	train/con_wav/CON_T_0011062.wav
CON_T_0003885	137	train/con_wav/CON_T_0003885.wav
CON_T_0007622	147	train/con_wav/CON_T_0007622.wav
CON_T_0013338	294	train/con_wav/CON_T_0013338.wav
CON_T_0023084	163	train/con_wav/CON_T_0023084.wav
CON_T_0016803	101	train/con_wav/CON_T_0016803.wav
CON_T_0017979	246	train/con_wav/CON_T_0017979.wav
CON_T_0009730	149	train/con_wav/CON_T_0009730.wav
CON_T_0001158	139	train/con_wav/CON_T_0001158.wav
CON_T_0019099	64	train/con_wav/CON_T_0019099.wav
CON_T_0017361	113	train/con_wav/CON_T_0017361.wav
CON_T_0012914	186	train/con_wav/CON_T_0012914.wav
CON_T_0019922	236	train/con_wav/CON_T_0019922.wav
CON_T_0008065	148	train/con_wav/CON_T_0008065.wav
CON_T_0009744	101	train/con_wav/CON_T_0009744.wav
CON_T_0002077	189	train/con_wav/CON_T_0002077.wav
CON_T_0000169	187	train/con_wav/CON_T_0000169.wav
CON_T_0023344	173	train/con_wav/CON_T_0023344.wav
LA_T_8747294	167	train/con_wav/LA_T_8747294.wav
CON_T_0002967	101	train/con_wav/CON_T_0002967.wav
CON_T_0019806	96	train/con_wav/CON_T_0019806.wav
CON_T_0020720	172	train/con_wav/CON_T_0020720.wav
CON_T_0005252	127	train/con_wav/CON_T_0005252.wav
CON_T_0000332	176	train/con_wav/CON_T_0000332.wav
LA_T_7544663	141	train/con_wav/LA_T_7544663.wav
CON_T_0001290	215	train/con_wav/CON_T_0001290.wav
CON_T_0009995	127	train/con_wav/CON_T_0009995.wav
CON_T_0001881	114	train/con_wav/CON_T_0001881.wav
CON_T_0000525	193	train/con_wav/CON_T_0000525.wav
CON_T_0002455	199	train/con_wav/CON_T_0002455.wav
CON_T_0008412	135	train/con_wav/CON_T_0008412.wav
CON_T_0008295	239	train/con_wav/CON_T_0008295.wav
CON_T_0005992	156	train/con_wav/CON_T_0005992.wav
CON_T_0020342	85	train/con_wav/CON_T_0020342.wav
CON_T_0004753	78	train/con_wav/CON_T_0004753.wav
CON_T_0000005	130	train/con_wav/CON_T_0000005.wav
CON_T_0005984	199	train/con_wav/CON_T_0005984.wav
CON_T_0016527	254	train/con_wav/CON_T_0016527.wav
CON_T_0020307	167	train/con_wav/CON_T_0020307.wav
CON_T_0023333	159	train/con_wav/CON_T_0023333.wav
LA_T_4824196	111	train/con_wav/LA_T_4824196.wav
CON_T_0008671	102	train/con_wav/CON_T_0008671.wav
CON_T_0007758	125	train/con_wav/CON_T_0007758.wav
CON_T_0024660	115	train/con_wav/CON_T_0024660.wav
CON_T_0017286	186	train/con_wav/CON_T_0017286.wav
CON_T_0005730	114	train/con_wav/CON_T_0005730.wav
CON_T_0010337	117	train/con_wav/CON_T_0010337.wav
CON_T_0022734	44	train/con_wav/CON_T_0022734.wav
CON_T_0017117	108	train/con_wav/CON_T_0017117.wav
CON_T_0020582	237	train/con_wav/CON_T_0020582.wav
CON_T_0004119	177	train/con_wav/CON_T_0004119.wav
LA_T_1864383	150	train/con_wav/LA_T_1864383.wav
LA_T_4105004	188	train/con_wav/LA_T_4105004.wav
CON_T_0013318	75	train/con_wav/CON_T_0013318.wav
CON_T_0019046	160	train/con_wav/CON_T_0019046.wav
CON_T_0010304	231	train/con_wav/CON_T_0010304.wav
CON_T_0020487	252	train/con_wav/CON_T_0020487.wav
CON_T_0018833	164	train/con_wav/CON_T_0018833.wav
CON_T_0010083	230	train/con_wav/CON_T_0010083.wav
CON_T_0013294	211	train/con_wav/CON_T_0013294.wav
CON_T_0003139	248	train/con_wav/CON_T_0003139.wav
CON_T_0016328	272	train/con_wav/CON_T_0016328.wav
CON_T_0023278	140	train/con_wav/CON_T_0023278.wav
CON_T_0006162	316	train/con_wav/CON_T_0006162.wav
CON_T_0007630	184	train/con_wav/CON_T_0007630.wav
CON_T_0010842	78	train/con_wav/CON_T_0010842.wav
CON_T_0000640	109	train/con_wav/CON_T_0000640.wav
CON_T_0022121	134	train/con_wav/CON_T_0022121.wav
CON_T_0020503	183	train/con_wav/CON_T_0020503.wav
CON_T_0021008	110	train/con_wav/CON_T_0021008.wav
LA_T_4566714	124	train/con_wav/LA_T_4566714.wav
LA_T_5314492	239	train/con_wav/LA_T_5314492.wav
CON_T_0003982	88	train/con_wav/CON_T_0003982.wav
CON_T_0020712	103	train/con_wav/CON_T_0020712.wav
CON_T_0021542	171	train/con_wav/CON_T_0021542.wav
CON_T_0003602	231	train/con_wav/CON_T_0003602.wav
CON_T_0002910	125	train/con_wav/CON_T_0002910.wav
CON_T_0013697	169	train/con_wav/CON_T_0013697.wav
CON_T_0016666	290	train/con_wav/CON_T_0016666.wav
CON_T_0011601	126	train/con_wav/CON_T_0011601.wav
CON_T_0006125	126	train/con_wav/CON_T_0006125.wav
CON_T_0019121	68	train/con_wav/CON_T_0019121.wav
LA_T_2281446	175	train/con_wav/LA_T_2281446.wav
CON_T_0024419	181	train/con_wav/CON_T_0024419.wav
CON_T_0019813	90	train/con_wav/CON_T_0019813.wav
CON_T_0023487	184	train/con_wav/CON_T_0023487.wav
CON_T_0020464	145	train/con_wav/CON_T_0020464.wav
LA_T_8985520	137	train/con_wav/LA_T_8985520.wav
CON_T_0023337	105	train/con_wav/CON_T_0023337.wav
CON_T_0015979	190	train/con_wav/CON_T_0015979.wav
CON_T_0007415	115	train/con_wav/CON_T_0007415.wav
CON_T_0020501	456	train/con_wav/CON_T_0020501.wav
CON_T_0010877	105	train/con_wav/CON_T_0010877.wav
CON_T_0003845	179	train/con_wav/CON_T_0003845.wav
CON_T_0022949	148	train/con_wav/CON_T_0022949.wav
CON_T_0020676	191	train/con_wav/CON_T_0020676.wav
CON_T_0017553	116	train/con_wav/CON_T_0017553.wav
CON_T_0006801	195	train/con_wav/CON_T_0006801.wav
CON_T_0000843	159	train/con_wav/CON_T_0000843.wav
LA_T_6551574	141	train/con_wav/LA_T_6551574.wav
CON_T_0011464	97	train/con_wav/CON_T_0011464.wav
LA_T_3133284	156	train/con_wav/LA_T_3133284.wav
CON_T_0021761	104	train/con_wav/CON_T_0021761.wav
CON_T_0003820	84	train/con_wav/CON_T_0003820.wav
LA_T_7508892	177	train/con_wav/LA_T_7508892.wav
CON_T_0022128	66	train/con_wav/CON_T_0022128.wav
CON_T_0010269	142	train/con_wav/CON_T_0010269.wav
CON_T_0011654	164	train/con_wav/CON_T_0011654.wav
CON_T_0020767	182	train/con_wav/CON_T_0020767.wav
CON_T_0009409	67	train/con_wav/CON_T_0009409.wav
LA_T_3966049	192	train/con_wav/LA_T_3966049.wav
CON_T_0003204	113	train/con_wav/CON_T_0003204.wav
CON_T_0023858	81	train/con_wav/CON_T_0023858.wav
CON_T_0010710	284	train/con_wav/CON_T_0010710.wav
LA_T_3913892	229	train/con_wav/LA_T_3913892.wav
CON_T_0004736	333	train/con_wav/CON_T_0004736.wav
CON_T_0014623	116	train/con_wav/CON_T_0014623.wav
CON_T_0023258	353	train/con_wav/CON_T_0023258.wav
CON_T_0006240	414	train/con_wav/CON_T_0006240.wav
CON_T_0008003	118	train/con_wav/CON_T_0008003.wav
CON_T_0002148	129	train/con_wav/CON_T_0002148.wav
LA_T_7164335	129	train/con_wav/LA_T_7164335.wav
CON_T_0019250	269	train/con_wav/CON_T_0019250.wav
CON_T_0000715	142	train/con_wav/CON_T_0000715.wav
LA_T_2901163	120	train/con_wav/LA_T_2901163.wav
CON_T_0006517	418	train/con_wav/CON_T_0006517.wav
CON_T_0008793	101	train/con_wav/CON_T_0008793.wav
CON_T_0001794	132	train/con_wav/CON_T_0001794.wav
CON_T_0020526	93	train/con_wav/CON_T_0020526.wav
CON_T_0022582	156	train/con_wav/CON_T_0022582.wav
CON_T_0006478	190	train/con_wav/CON_T_0006478.wav
CON_T_0011693	226	train/con_wav/CON_T_0011693.wav
CON_T_0009338	189	train/con_wav/CON_T_0009338.wav
CON_T_0023850	147	train/con_wav/CON_T_0023850.wav
LA_T_3380327	139	train/con_wav/LA_T_3380327.wav
CON_T_0016153	159	train/con_wav/CON_T_0016153.wav
CON_T_0023706	199	train/con_wav/CON_T_0023706.wav
CON_T_0021580	245	train/con_wav/CON_T_0021580.wav
LA_T_8944180	152	train/con_wav/LA_T_8944180.wav
CON_T_0010082	323	train/con_wav/CON_T_0010082.wav
CON_T_0006936	69	train/con_wav/CON_T_0006936.wav
CON_T_0011636	197	train/con_wav/CON_T_0011636.wav
CON_T_0006914	59	train/con_wav/CON_T_0006914.wav
CON_T_0016271	266	train/con_wav/CON_T_0016271.wav
CON_T_0022751	150	train/con_wav/CON_T_0022751.wav
CON_T_0020556	204	train/con_wav/CON_T_0020556.wav
CON_T_0010126	138	train/con_wav/CON_T_0010126.wav
CON_T_0008323	214	train/con_wav/CON_T_0008323.wav
CON_T_0012715	100	train/con_wav/CON_T_0012715.wav
CON_T_0010953	139	train/con_wav/CON_T_0010953.wav
CON_T_0005070	132	train/con_wav/CON_T_0005070.wav
CON_T_0017167	211	train/con_wav/CON_T_0017167.wav
CON_T_0001858	90	train/con_wav/CON_T_0001858.wav
CON_T_0010812	105	train/con_wav/CON_T_0010812.wav
LA_T_2023579	165	train/con_wav/LA_T_2023579.wav
LA_T_2224597	258	train/con_wav/LA_T_2224597.wav
CON_T_0004479	219	train/con_wav/CON_T_0004479.wav
CON_T_0000334	99	train/con_wav/CON_T_0000334.wav
CON_T_0004896	263	train/con_wav/CON_T_0004896.wav
CON_T_0015170	149	train/con_wav/CON_T_0015170.wav
CON_T_0021530	91	train/con_wav/CON_T_0021530.wav
CON_T_0018346	110	train/con_wav/CON_T_0018346.wav
CON_T_0014041	162	train/con_wav/CON_T_0014041.wav
CON_T_0010688	129	train/con_wav/CON_T_0010688.wav
CON_T_0023590	104	train/con_wav/CON_T_0023590.wav
CON_T_0000783	120	train/con_wav/CON_T_0000783.wav
CON_T_0003131	151	train/con_wav/CON_T_0003131.wav
CON_T_0006940	116	train/con_wav/CON_T_0006940.wav
CON_T_0016209	139	train/con_wav/CON_T_0016209.wav
CON_T_0023141	218	train/con_wav/CON_T_0023141.wav
CON_T_0015400	189	train/con_wav/CON_T_0015400.wav
CON_T_0015257	140	train/con_wav/CON_T_0015257.wav
CON_T_0020679	92	train/con_wav/CON_T_0020679.wav
CON_T_0011073	161	train/con_wav/CON_T_0011073.wav
CON_T_0000022	110	train/con_wav/CON_T_0000022.wav
CON_T_0006422	188	train/con_wav/CON_T_0006422.wav
CON_T_0018627	116	train/con_wav/CON_T_0018627.wav
CON_T_0022148	133	train/con_wav/CON_T_0022148.wav
CON_T_0006005	137	train/con_wav/CON_T_0006005.wav
CON_T_0000092	124	train/con_wav/CON_T_0000092.wav
CON_T_0021304	216	train/con_wav/CON_T_0021304.wav
CON_T_0018660	261	train/con_wav/CON_T_0018660.wav
CON_T_0008502	153	train/con_wav/CON_T_0008502.wav
CON_T_0012957	151	train/con_wav/CON_T_0012957.wav
CON_T_0003849	96	train/con_wav/CON_T_0003849.wav
CON_T_0024426	122	train/con_wav/CON_T_0024426.wav
CON_T_0012318	101	train/con_wav/CON_T_0012318.wav
CON_T_0006380	155	train/con_wav/CON_T_0006380.wav
CON_T_0004022	253	train/con_wav/CON_T_0004022.wav
LA_T_2307815	312	train/con_wav/LA_T_2307815.wav
CON_T_0021595	300	train/con_wav/CON_T_0021595.wav
LA_T_9390369	128	train/con_wav/LA_T_9390369.wav
CON_T_0014487	131	train/con_wav/CON_T_0014487.wav
CON_T_0014321	222	train/con_wav/CON_T_0014321.wav
CON_T_0013759	87	train/con_wav/CON_T_0013759.wav
CON_T_0013907	78	train/con_wav/CON_T_0013907.wav
CON_T_0021168	171	train/con_wav/CON_T_0021168.wav
CON_T_0021548	138	train/con_wav/CON_T_0021548.wav
CON_T_0011484	71	train/con_wav/CON_T_0011484.wav
CON_T_0001723	91	train/con_wav/CON_T_0001723.wav
CON_T_0004749	143	train/con_wav/CON_T_0004749.wav
CON_T_0008820	406	train/con_wav/CON_T_0008820.wav
CON_T_0006992	162	train/con_wav/CON_T_0006992.wav
CON_T_0011238	514	train/con_wav/CON_T_0011238.wav
CON_T_0008447	207	train/con_wav/CON_T_0008447.wav
LA_T_9444221	214	train/con_wav/LA_T_9444221.wav
CON_T_0005828	75	train/con_wav/CON_T_0005828.wav
CON_T_0013196	223	train/con_wav/CON_T_0013196.wav
CON_T_0002987	140	train/con_wav/CON_T_0002987.wav
CON_T_0021860	175	train/con_wav/CON_T_0021860.wav
CON_T_0008992	164	train/con_wav/CON_T_0008992.wav
CON_T_0002127	214	train/con_wav/CON_T_0002127.wav
CON_T_0009793	187	train/con_wav/CON_T_0009793.wav
CON_T_0018447	212	train/con_wav/CON_T_0018447.wav
CON_T_0012052	109	train/con_wav/CON_T_0012052.wav
CON_T_0005879	141	train/con_wav/CON_T_0005879.wav
CON_T_0022636	84	train/con_wav/CON_T_0022636.wav
CON_T_0013537	73	train/con_wav/CON_T_0013537.wav
LA_T_3647140	98	train/con_wav/LA_T_3647140.wav
CON_T_0014881	200	train/con_wav/CON_T_0014881.wav
CON_T_0007472	186	train/con_wav/CON_T_0007472.wav
CON_T_0007428	265	train/con_wav/CON_T_0007428.wav
CON_T_0012538	208	train/con_wav/CON_T_0012538.wav
CON_T_0000778	184	train/con_wav/CON_T_0000778.wav
CON_T_0009074	190	train/con_wav/CON_T_0009074.wav
CON_T_0007615	120	train/con_wav/CON_T_0007615.wav
CON_T_0024130	193	train/con_wav/CON_T_0024130.wav
LA_T_6922879	122	train/con_wav/LA_T_6922879.wav
CON_T_0005018	99	train/con_wav/CON_T_0005018.wav
CON_T_0013694	128	train/con_wav/CON_T_0013694.wav
CON_T_0023941	150	train/con_wav/CON_T_0023941.wav
CON_T_0000248	180	train/con_wav/CON_T_0000248.wav
CON_T_0002492	88	train/con_wav/CON_T_0002492.wav
CON_T_0012365	177	train/con_wav/CON_T_0012365.wav
CON_T_0016836	118	train/con_wav/CON_T_0016836.wav
CON_T_0012512	123	train/con_wav/CON_T_0012512.wav
CON_T_0021354	195	train/con_wav/CON_T_0021354.wav
CON_T_0024036	215	train/con_wav/CON_T_0024036.wav
CON_T_0020964	179	train/con_wav/CON_T_0020964.wav
CON_T_0000541	236	train/con_wav/CON_T_0000541.wav
CON_T_0012566	193	train/con_wav/CON_T_0012566.wav
CON_T_0007947	203	train/con_wav/CON_T_0007947.wav
CON_T_0018086	199	train/con_wav/CON_T_0018086.wav
LA_T_4784182	188	train/con_wav/LA_T_4784182.wav
CON_T_0000633	268	train/con_wav/CON_T_0000633.wav
CON_T_0011813	287	train/con_wav/CON_T_0011813.wav
CON_T_0000051	182	train/con_wav/CON_T_0000051.wav
CON_T_0003351	215	train/con_wav/CON_T_0003351.wav
LA_T_1011221	301	train/con_wav/LA_T_1011221.wav
CON_T_0006729	315	train/con_wav/CON_T_0006729.wav
LA_T_5824253	203	train/con_wav/LA_T_5824253.wav
CON_T_0003447	111	train/con_wav/CON_T_0003447.wav
CON_T_0002075	177	train/con_wav/CON_T_0002075.wav
CON_T_0001997	95	train/con_wav/CON_T_0001997.wav
CON_T_0020713	132	train/con_wav/CON_T_0020713.wav
CON_T_0006410	119	train/con_wav/CON_T_0006410.wav
CON_T_0005187	160	train/con_wav/CON_T_0005187.wav
CON_T_0018490	387	train/con_wav/CON_T_0018490.wav
CON_T_0003686	148	train/con_wav/CON_T_0003686.wav
CON_T_0023529	114	train/con_wav/CON_T_0023529.wav
CON_T_0012057	150	train/con_wav/CON_T_0012057.wav
CON_T_0024330	155	train/con_wav/CON_T_0024330.wav
CON_T_0001132	223	train/con_wav/CON_T_0001132.wav
CON_T_0022599	93	train/con_wav/CON_T_0022599.wav
CON_T_0005012	346	train/con_wav/CON_T_0005012.wav
CON_T_0012713	518	train/con_wav/CON_T_0012713.wav
CON_T_0008828	132	train/con_wav/CON_T_0008828.wav
CON_T_0024716	144	train/con_wav/CON_T_0024716.wav
CON_T_0024708	62	train/con_wav/CON_T_0024708.wav
CON_T_0010570	74	train/con_wav/CON_T_0010570.wav
CON_T_0010009	111	train/con_wav/CON_T_0010009.wav
CON_T_0018139	233	train/con_wav/CON_T_0018139.wav
CON_T_0022951	92	train/con_wav/CON_T_0022951.wav
CON_T_0002543	108	train/con_wav/CON_T_0002543.wav
CON_T_0011564	194	train/con_wav/CON_T_0011564.wav
CON_T_0001797	84	train/con_wav/CON_T_0001797.wav
CON_T_0021902	177	train/con_wav/CON_T_0021902.wav
CON_T_0007930	308	train/con_wav/CON_T_0007930.wav
CON_T_0007369	156	train/con_wav/CON_T_0007369.wav
LA_T_3888223	131	train/con_wav/LA_T_3888223.wav
CON_T_0008430	131	train/con_wav/CON_T_0008430.wav
CON_T_0020018	149	train/con_wav/CON_T_0020018.wav
CON_T_0009562	317	train/con_wav/CON_T_0009562.wav
CON_T_0008106	168	train/con_wav/CON_T_0008106.wav
CON_T_0013864	131	train/con_wav/CON_T_0013864.wav
CON_T_0024300	472	train/con_wav/CON_T_0024300.wav
CON_T_0009549	99	train/con_wav/CON_T_0009549.wav
CON_T_0013440	138	train/con_wav/CON_T_0013440.wav
CON_T_0003383	279	train/con_wav/CON_T_0003383.wav
CON_T_0021872	293	train/con_wav/CON_T_0021872.wav
CON_T_0024333	271	train/con_wav/CON_T_0024333.wav
CON_T_0022823	181	train/con_wav/CON_T_0022823.wav
CON_T_0006367	130	train/con_wav/CON_T_0006367.wav
CON_T_0014601	85	train/con_wav/CON_T_0014601.wav
CON_T_0003725	147	train/con_wav/CON_T_0003725.wav
CON_T_0018231	285	train/con_wav/CON_T_0018231.wav
LA_T_6766056	137	train/con_wav/LA_T_6766056.wav
CON_T_0008074	171	train/con_wav/CON_T_0008074.wav
CON_T_0010254	244	train/con_wav/CON_T_0010254.wav
CON_T_0018968	189	train/con_wav/CON_T_0018968.wav
CON_T_0001990	159	train/con_wav/CON_T_0001990.wav
CON_T_0000112	140	train/con_wav/CON_T_0000112.wav
CON_T_0000226	136	train/con_wav/CON_T_0000226.wav
LA_T_6362766	150	train/con_wav/LA_T_6362766.wav
CON_T_0020699	183	train/con_wav/CON_T_0020699.wav
CON_T_0010044	106	train/con_wav/CON_T_0010044.wav
CON_T_0001919	111	train/con_wav/CON_T_0001919.wav
CON_T_0014683	99	train/con_wav/CON_T_0014683.wav
CON_T_0024937	151	train/con_wav/CON_T_0024937.wav
CON_T_0002951	124	train/con_wav/CON_T_0002951.wav
CON_T_0016918	199	train/con_wav/CON_T_0016918.wav
CON_T_0022112	112	train/con_wav/CON_T_0022112.wav
CON_T_0018330	105	train/con_wav/CON_T_0018330.wav
CON_T_0020686	155	train/con_wav/CON_T_0020686.wav
CON_T_0023733	131	train/con_wav/CON_T_0023733.wav
LA_T_7210987	152	train/con_wav/LA_T_7210987.wav
CON_T_0006709	109	train/con_wav/CON_T_0006709.wav
CON_T_0000932	115	train/con_wav/CON_T_0000932.wav
CON_T_0012218	61	train/con_wav/CON_T_0012218.wav
CON_T_0006705	110	train/con_wav/CON_T_0006705.wav
CON_T_0010881	142	train/con_wav/CON_T_0010881.wav
CON_T_0018372	163	train/con_wav/CON_T_0018372.wav
LA_T_5891808	167	train/con_wav/LA_T_5891808.wav
CON_T_0009174	158	train/con_wav/CON_T_0009174.wav
CON_T_0016184	327	train/con_wav/CON_T_0016184.wav
CON_T_0009147	158	train/con_wav/CON_T_0009147.wav
LA_T_1814008	156	train/con_wav/LA_T_1814008.wav
CON_T_0015944	116	train/con_wav/CON_T_0015944.wav
CON_T_0022199	58	train/con_wav/CON_T_0022199.wav
CON_T_0020462	223	train/con_wav/CON_T_0020462.wav
LA_T_4118798	182	train/con_wav/LA_T_4118798.wav
LA_T_5683238	237	train/con_wav/LA_T_5683238.wav
CON_T_0005516	123	train/con_wav/CON_T_0005516.wav
CON_T_0014202	248	train/con_wav/CON_T_0014202.wav
CON_T_0016847	116	train/con_wav/CON_T_0016847.wav
CON_T_0018324	125	train/con_wav/CON_T_0018324.wav
CON_T_0019338	113	train/con_wav/CON_T_0019338.wav
CON_T_0004142	239	train/con_wav/CON_T_0004142.wav
CON_T_0019249	140	train/con_wav/CON_T_0019249.wav
LA_T_2606704	83	train/con_wav/LA_T_2606704.wav
CON_T_0002183	155	train/con_wav/CON_T_0002183.wav
CON_T_0021892	367	train/con_wav/CON_T_0021892.wav
CON_T_0010817	195	train/con_wav/CON_T_0010817.wav
CON_T_0011415	253	train/con_wav/CON_T_0011415.wav
CON_T_0000929	201	train/con_wav/CON_T_0000929.wav
CON_T_0009085	190	train/con_wav/CON_T_0009085.wav
CON_T_0005749	205	train/con_wav/CON_T_0005749.wav
CON_T_0021031	153	train/con_wav/CON_T_0021031.wav
CON_T_0010930	142	train/con_wav/CON_T_0010930.wav
CON_T_0014466	170	train/con_wav/CON_T_0014466.wav
CON_T_0013483	161	train/con_wav/CON_T_0013483.wav
CON_T_0000238	145	train/con_wav/CON_T_0000238.wav
CON_T_0014806	591	train/con_wav/CON_T_0014806.wav
LA_T_4966921	98	train/con_wav/LA_T_4966921.wav
CON_T_0003835	192	train/con_wav/CON_T_0003835.wav
CON_T_0021920	255	train/con_wav/CON_T_0021920.wav
CON_T_0002816	194	train/con_wav/CON_T_0002816.wav
LA_T_8227234	150	train/con_wav/LA_T_8227234.wav
CON_T_0012904	164	train/con_wav/CON_T_0012904.wav
LA_T_9047102	175	train/con_wav/LA_T_9047102.wav
CON_T_0024706	271	train/con_wav/CON_T_0024706.wav
CON_T_0002797	212	train/con_wav/CON_T_0002797.wav
CON_T_0018919	338	train/con_wav/CON_T_0018919.wav
